url_length,has_https,dot_count,hyphen_count,at_count,double_slash,digit_count,domain_length,path_depth,has_query,has_suspicious_tld,has_ip,has_phishing_keyword,has_gambling_keyword,has_brand_spoofing,subdomain_length,subdomain_count,domain_entropy,special_chars,path_length,digit_ratio_url,has_port,has_redirect,consonant_ratio,query_length,query_params,has_fragment,label
36,1,1,0,0,0,0,15,0,1,0,0,0,0,0,0,0,3.3736,2,0,0.0,0,0,0.8,8,1,0,0
69,1,3,1,0,0,1,2,1,0,0,0,0,0,0,36,1,1.0,3,18,0.3043,0,0,1.0,0,0,0,1
30,1,1,1,0,0,0,18,0,0,1,0,0,1,0,0,0,3.5724,1,0,0.0,0,0,0.7647,0,0,0,2
41,1,1,0,0,0,0,10,1,1,0,0,0,0,0,0,0,3.1219,2,9,0.0,0,0,0.6,9,1,0,0
20,1,1,0,0,0,1,7,0,0,0,0,0,1,0,0,0,2.8074,0,0,0.05,0,0,0.6667,0,0,0,2
43,1,2,0,0,0,0,7,1,0,0,0,0,0,0,14,1,2.5216,1,9,0.093,0,0,0.5714,0,0,0,1
35,1,3,0,0,0,0,4,1,0,0,0,0,0,0,9,1,2.0,0,7,0.0,0,0,0.75,0,0,0,0
22,1,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1.585,0,8,0.0909,0,0,0.6667,0,0,0,1
21,1,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0,1.585,1,7,0.0,0,0,1.0,0,0,0,1
53,1,2,0,0,0,0,6,3,0,0,0,0,0,0,5,1,1.9183,4,29,0.0943,0,0,0.5,0,0,0,1
38,1,3,0,0,0,0,3,1,0,0,0,0,0,0,12,1,0.9183,0,8,0.0,0,0,0.3333,0,0,0,0
30,1,3,0,0,0,0,4,1,0,0,0,0,0,0,4,1,2.0,0,7,0.0,0,0,0.5,0,0,0,0
28,0,1,1,0,0,0,14,0,0,1,0,0,1,0,0,0,3.3788,1,0,0.0,0,0,0.5385,0,0,0,2
19,1,1,0,0,0,0,7,0,0,1,0,0,1,0,0,0,2.5216,0,0,0.0,0,0,0.7143,0,0,0,2
26,0,1,1,0,0,3,15,0,0,1,0,0,1,0,0,0,3.5069,1,0,0.1154,0,0,0.6364,0,0,0,2
21,0,2,0,0,0,0,5,0,0,1,0,0,1,0,4,1,2.3219,0,0,0.0,0,0,0.6,0,0,0,2
22,0,1,1,0,0,2,11,0,0,0,0,0,1,0,0,0,3.2776,1,0,0.0909,0,0,0.625,0,0,0,2
37,1,2,1,0,0,0,6,0,0,0,0,0,0,0,17,1,2.2516,1,1,0.1892,0,0,0.6667,0,0,0,1
32,1,1,0,0,0,1,9,1,1,0,0,0,0,0,0,0,3.1699,2,4,0.125,0,0,0.625,6,1,0,0
175,1,2,0,0,0,0,6,5,1,0,0,0,0,0,4,1,1.9183,9,108,0.1029,0,0,0.5,43,3,0,1
29,1,3,0,0,0,0,5,1,0,0,0,0,0,0,2,1,2.3219,0,7,0.0,0,0,0.6,0,0,0,0
39,1,3,0,0,0,0,8,1,0,0,0,0,0,0,9,1,3.0,0,7,0.0,0,0,0.625,0,0,0,0
22,1,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,2.0,0,7,0.0455,0,0,0.75,0,0,0,1
31,1,3,0,0,0,0,5,0,0,0,0,0,0,0,11,1,1.9219,0,0,0.0,0,0,0.6,0,0,0,0
28,1,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3.25,0,0,0.0,0,0,0.625,0,0,0,0
49,1,1,0,0,0,0,13,1,1,0,0,0,0,0,0,0,2.5654,2,5,0.0,0,0,0.5385,18,1,0,0
27,0,1,2,0,0,0,16,0,0,1,0,0,1,0,0,0,3.2028,2,0,0.0,0,0,0.6429,0,0,0,2
36,1,3,0,0,0,0,8,1,0,0,0,0,0,0,5,1,2.1556,0,8,0.0,0,0,0.5,0,0,0,0
26,1,1,1,0,0,0,13,0,0,1,0,0,1,0,0,0,3.0851,1,0,0.0,0,0,0.6667,0,0,0,2
34,1,1,0,0,0,0,13,1,0,0,0,0,0,0,0,0,3.2389,0,9,0.0,0,0,0.5385,0,0,0,0
30,0,1,2,0,0,3,18,0,0,1,0,0,1,0,0,0,3.5724,2,0,0.1,0,0,0.6154,0,0,0,2
27,1,3,0,0,0,0,5,1,0,0,0,0,0,0,2,1,2.3219,0,5,0.0,0,0,0.6,0,0,0,0
38,1,1,0,0,0,0,9,2,0,0,0,0,0,0,0,0,2.9477,1,17,0.0,0,0,0.5556,0,0,0,1
21,0,1,1,0,0,0,10,0,0,0,0,0,1,0,0,0,3.3219,1,0,0.0,0,0,0.5556,0,0,0,2
23,1,2,0,0,0,0,3,1,0,0,0,0,0,0,1,1,1.585,0,7,0.087,0,0,0.3333,0,0,0,1
32,1,3,0,0,0,0,5,1,0,0,0,0,0,0,3,1,1.9219,0,9,0.0,0,0,0.6,0,0,0,0
40,1,2,0,0,0,0,3,1,1,0,0,0,0,0,10,1,1.585,2,8,0.075,0,0,0.6667,6,1,0,0
22,1,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3.1219,0,0,0.0,0,0,0.8,0,0,0,0
22,1,1,0,0,0,0,9,0,0,1,0,0,1,0,0,0,2.9477,0,0,0.0,0,0,0.6667,0,0,0,2
17,0,1,0,0,0,1,6,0,0,0,0,0,1,0,0,0,2.2516,0,0,0.0588,0,0,0.6,0,0,0,2
35,1,3,0,0,0,0,5,1,0,0,0,0,0,0,9,1,1.9219,0,6,0.0,0,0,0.6,0,0,0,0
31,1,3,0,0,0,0,2,1,0,0,0,0,0,0,6,1,1.0,0,8,0.0,0,0,0.0,0,0,0,0
41,1,1,0,0,0,0,7,1,1,0,0,0,0,0,0,0,2.5216,3,5,0.0,0,0,0.4286,16,1,0,0
49,1,1,0,0,0,0,13,1,1,0,0,0,0,0,0,0,3.1808,2,5,0.0,0,0,0.5385,18,1,0,0
18,0,1,0,0,0,2,7,0,0,0,0,0,1,0,0,0,2.5216,0,0,0.1111,0,0,0.6,0,0,0,2
43,1,1,0,0,0,2,8,3,0,0,0,0,0,0,0,0,2.5,0,23,0.1163,0,0,1.0,0,0,0,1
22,1,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1.585,0,8,0.0909,0,0,0.6667,0,0,0,1
43,1,1,0,0,0,0,12,1,1,0,0,0,0,0,0,0,2.9183,2,10,0.0,0,0,0.5833,8,1,0,0
44,1,1,0,0,0,0,14,1,1,0,0,0,0,0,0,0,3.0931,2,9,0.0,0,0,0.6429,9,1,0,0
30,1,1,1,0,0,0,18,0,0,0,0,0,0,0,0,0,3.5724,1,0,0.0,0,0,0.5882,0,0,0,0
31,1,1,2,0,0,0,18,0,0,0,0,0,1,0,0,0,3.281,2,0,0.0,0,0,0.625,0,0,0,2
37,1,1,0,0,0,0,4,1,1,1,0,0,1,0,0,0,2.0,2,7,0.0,0,0,0.5,12,1,0,2
45,1,2,0,0,0,0,8,2,0,0,0,0,0,0,0,0,2.75,0,21,0.0444,0,0,0.625,0,0,0,1
25,1,2,1,0,0,0,8,0,0,0,0,0,0,0,0,0,3.0,1,1,0.0,0,0,0.7143,0,0,0,1
25,1,1,1,0,0,2,12,0,0,0,0,0,1,0,0,0,3.085,1,0,0.08,0,0,0.5556,0,0,0,2
39,1,1,1,0,0,0,12,1,1,0,0,0,0,0,0,0,2.8554,3,5,0.0,0,0,0.4545,9,1,0,0
30,1,1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,2.9842,0,0,0.0,0,0,0.7059,0,0,0,0
19,0,1,0,0,0,3,8,0,0,0,0,0,1,0,0,0,3.0,0,0,0.1579,0,0,0.6,0,0,0,2
22,1,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,2.0,0,7,0.0,0,0,0.75,0,0,0,1
167,1,2,0,0,0,0,6,5,1,0,0,0,0,0,4,1,1.9183,9,108,0.1198,0,0,0.5,35,3,0,1
27,1,1,0,0,0,0,10,1,0,0,0,0,0,0,0,0,2.4464,0,6,0.0,0,0,0.6,0,0,0,0
24,0,1,1,0,0,0,12,0,0,0,0,0,1,0,0,0,3.2516,1,0,0.0,0,0,0.7273,0,0,0,2
32,1,3,0,0,0,0,3,1,0,0,0,0,0,0,9,1,1.585,0,5,0.0,0,0,0.6667,0,0,0,0
20,0,1,0,0,0,0,4,1,0,0,0,0,1,0,0,0,2.0,0,6,0.0,0,0,0.75,0,0,0,2
123,1,3,0,0,0,0,7,4,1,0,0,0,0,0,0,0,2.5216,7,63,0.1301,0,0,0.7143,36,2,0,1
26,1,1,1,0,0,0,14,0,0,1,0,0,1,0,0,0,2.9852,1,0,0.0,0,0,0.6923,0,0,0,2
27,1,1,1,0,0,0,15,0,0,0,0,0,0,0,0,0,3.3232,1,0,0.0,0,0,0.5714,0,0,0,2
56,1,1,1,0,0,0,17,1,1,0,0,0,0,1,0,0,3.4992,3,9,0.0,0,0,0.5625,17,1,0,0
23,1,2,0,0,0,0,5,0,0,0,0,0,1,0,5,1,2.3219,0,0,0.0,0,0,0.6,0,0,0,2
25,0,1,1,0,0,0,14,0,0,0,0,0,1,0,0,0,3.5216,1,0,0.0,0,0,0.6923,0,0,0,2
28,0,2,0,0,0,0,6,0,0,0,0,0,1,0,10,1,2.585,0,0,0.0,0,0,0.5,0,0,0,2
61,1,1,0,0,0,0,20,3,0,0,0,0,0,0,0,0,3.2037,0,29,0.1148,0,0,0.55,0,0,0,1
22,0,1,0,0,0,4,11,0,0,0,0,0,1,0,0,0,3.0958,0,0,0.1818,0,0,0.7143,0,0,0,2
42,1,1,0,0,0,0,13,0,1,0,0,0,0,0,0,0,3.3927,3,0,0.0,0,0,0.7692,16,1,0,0
22,1,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1.585,0,8,0.0455,0,0,0.6667,0,0,0,1
48,1,2,0,0,0,0,6,3,0,0,0,0,0,0,5,1,1.9183,0,24,0.0,0,0,0.5,0,0,0,1
21,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2.9477,0,0,0.0,0,0,0.6667,0,0,0,0
41,1,1,0,0,0,0,8,1,1,0,0,0,0,0,0,0,3.0,3,4,0.0,0,0,0.625,16,1,0,0
24,1,1,1,0,0,0,12,0,0,0,0,0,1,0,0,0,3.085,1,0,0.0,0,0,0.6364,0,0,0,2
40,1,1,0,0,0,0,13,1,1,0,0,1,0,0,0,0,3.2389,2,6,0.0,0,0,0.6154,9,1,0,0
34,1,1,0,0,0,0,8,1,1,0,0,0,0,0,0,0,3.0,2,7,0.0294,0,0,0.5,6,1,0,0
34,1,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1.585,0,13,0.0,0,0,0.6667,0,0,0,0
25,1,1,1,0,0,0,12,0,0,1,0,0,1,0,0,0,3.085,1,0,0.0,0,0,0.7273,0,0,0,2
22,0,1,1,0,0,0,11,0,0,1,0,0,1,0,0,0,2.914,1,0,0.0,0,0,0.6,0,0,0,2
51,1,3,0,0,0,0,5,2,0,0,0,0,0,0,11,2,2.3219,0,22,0.0196,0,0,0.4,0,0,0,1
48,1,1,0,0,0,0,28,1,0,0,0,0,0,0,0,0,3.5531,0,8,0.0,0,0,0.6071,0,0,0,0
20,0,1,0,0,0,1,6,0,0,1,0,0,1,0,0,0,2.585,0,0,0.05,0,0,0.8,0,0,0,2
22,1,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,2.0,0,7,0.0455,0,0,0.75,0,0,0,1
32,1,3,0,0,0,0,6,1,0,0,0,0,0,0,3,1,2.2516,0,8,0.0,0,0,0.6667,0,0,0,0
58,1,2,0,0,0,0,6,3,0,0,0,0,0,0,5,1,1.9183,4,34,0.0862,0,0,0.5,0,0,0,1
40,1,1,0,0,0,0,13,1,1,0,0,0,0,0,0,0,3.027,2,7,0.0,0,0,0.6154,7,1,0,0
16,1,1,0,0,0,0,5,0,0,0,0,0,1,0,0,0,2.3219,0,0,0.0,0,0,0.6,0,0,0,2
22,1,2,0,0,0,0,3,1,0,0,0,0,0,0,1,1,1.585,0,6,0.0455,0,0,0.3333,0,0,0,1
42,1,2,1,0,0,0,6,1,0,0,0,0,0,0,12,1,2.2516,2,9,0.0,0,0,0.6667,0,0,0,1
36,1,3,0,0,0,0,3,2,0,0,0,0,0,0,7,1,1.585,0,11,0.0,0,0,0.6667,0,0,0,0
43,1,1,0,0,0,0,11,1,1,0,0,0,0,0,0,0,3.0958,2,7,0.0,0,0,0.6364,12,1,0,0
22,1,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,2.0,0,7,0.0,0,0,0.75,0,0,0,1
58,1,2,0,0,0,0,6,3,1,0,0,0,0,0,5,1,1.9183,3,23,0.0345,0,0,0.5,10,1,0,1
42,1,1,0,0,0,0,15,1,1,0,0,0,0,0,0,0,3.1899,2,7,0.0,0,0,0.6,7,1,0,0
83,1,3,0,0,0,0,4,0,0,1,0,0,0,0,64,2,2.0,0,1,0.1084,0,0,0.75,0,0,0,1
47,1,1,1,0,0,0,7,1,1,0,0,0,0,0,0,0,2.5216,3,9,0.0,0,0,0.6667,18,1,0,0
20,0,1,0,0,0,2,9,0,0,0,0,0,1,0,0,0,2.5033,0,0,0.1,0,0,0.5714,0,0,0,2
20,0,1,0,0,0,3,10,0,0,0,0,0,1,0,0,0,3.1219,0,0,0.15,0,0,0.7143,0,0,0,2
33,1,3,0,0,0,0,5,1,0,0,0,0,0,0,6,1,1.9219,0,7,0.0,0,0,0.6,0,0,0,0
21,1,1,0,0,0,0,9,0,0,0,0,0,1,0,0,0,2.7255,0,0,0.0,0,0,0.7778,0,0,0,2
50,1,2,0,0,0,0,6,3,0,0,0,0,0,0,5,1,1.9183,0,26,0.08,0,0,0.5,0,0,0,1
175,1,2,0,0,0,0,6,5,1,0,0,0,0,0,4,1,1.9183,8,108,0.1029,0,0,0.5,43,3,0,1
18,1,1,0,0,0,1,7,0,0,0,0,0,1,0,0,0,2.8074,0,0,0.0556,0,0,0.6667,0,0,0,2
17,0,1,0,0,0,2,7,0,0,0,0,0,1,0,0,0,2.5216,0,0,0.1176,0,0,0.6,0,0,0,2
37,0,2,0,0,0,0,11,0,0,0,0,0,0,0,13,1,3.2776,0,1,0.0,0,0,0.5455,0,0,0,1
23,1,2,0,0,0,0,3,1,0,0,0,0,0,0,1,1,1.585,0,7,0.0435,0,0,0.3333,0,0,0,1
29,0,1,1,0,0,2,15,0,0,1,0,0,1,0,0,0,3.1899,1,0,0.069,0,0,0.5,0,0,0,2
45,1,2,0,0,0,0,11,0,0,0,0,0,0,0,20,1,2.914,0,1,0.0,0,0,0.5455,0,0,0,1
31,1,3,0,0,0,0,5,1,0,0,0,0,0,0,6,1,1.9219,0,5,0.0,0,0,0.6,0,0,0,0
30,1,3,0,0,0,0,4,1,0,0,0,0,0,0,6,1,2.0,0,5,0.0,0,0,0.5,0,0,0,0
51,1,3,0,0,0,0,5,2,0,0,0,0,0,0,11,2,2.3219,0,22,0.0,0,0,0.4,0,0,0,1
54,1,2,0,0,0,0,3,1,1,0,0,0,1,0,15,1,1.585,2,5,0.0,0,0,0.6667,18,1,0,0
32,1,1,0,0,0,0,8,1,1,0,0,0,0,0,0,0,3.0,2,5,0.0312,0,0,0.625,6,1,0,0
22,1,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,2.0,0,7,0.0455,0,0,0.75,0,0,0,1
23,0,1,1,0,0,0,12,0,0,1,0,0,1,0,0,0,3.0221,1,0,0.0,0,0,0.7273,0,0,0,2
175,1,2,0,0,0,0,6,5,1,0,0,0,0,0,4,1,1.9183,9,108,0.1314,0,0,0.5,43,3,0,1
32,1,1,0,0,0,0,6,1,1,0,0,0,0,0,0,0,2.2516,2,5,0.0,0,0,0.6667,9,1,0,0
205,1,3,0,0,0,0,3,6,1,0,0,0,0,0,0,0,1.585,15,53,0.1756,0,0,1.0,133,3,0,1
34,1,3,0,0,0,0,6,1,0,0,0,0,0,0,4,1,2.585,0,9,0.0,0,0,0.6667,0,0,0,0
40,1,1,0,0,0,0,10,1,1,0,0,1,0,0,0,0,3.1219,2,6,0.0,0,0,0.4,12,1,0,0
33,1,2,0,0,0,0,6,0,0,0,0,0,0,0,13,1,2.2516,0,1,0.0,0,0,0.6667,0,0,0,1
31,1,1,2,0,0,2,16,0,0,1,0,0,1,0,0,0,3.4528,2,0,0.0645,0,0,0.5,0,0,0,2
29,1,3,0,0,0,0,2,1,0,0,0,0,0,0,6,1,1.0,0,6,0.0,0,0,0.0,0,0,0,0
19,1,1,0,0,0,3,7,0,0,1,0,0,1,0,0,0,2.8074,0,0,0.1579,0,0,0.5,0,0,0,2
26,1,2,0,0,0,0,6,0,0,0,0,0,0,0,6,1,2.2516,0,1,0.0,0,0,0.6667,0,0,0,1
32,1,3,0,0,0,0,8,1,0,0,0,0,0,0,5,1,2.1556,0,4,0.0,0,0,0.5,0,0,0,0
31,1,2,0,0,0,0,5,0,0,1,0,0,1,0,10,1,2.3219,0,0,0.0,0,0,0.6,0,0,0,2
42,1,1,0,0,0,3,7,3,0,0,0,0,0,0,0,0,2.8074,0,23,0.1667,0,0,0.75,0,0,0,1
32,0,1,3,0,0,0,20,0,0,0,0,0,1,0,0,0,3.4464,3,0,0.0,0,0,0.5882,0,0,0,2
33,1,2,0,0,0,0,6,0,0,0,0,0,0,0,13,1,2.2516,0,1,0.0,0,0,0.6667,0,0,0,1
190,1,3,0,0,0,0,6,5,1,0,0,0,0,0,4,1,1.9183,11,108,0.1,0,0,0.5,58,4,0,1
22,1,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1.585,0,8,0.0455,0,0,0.6667,0,0,0,1
25,1,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3.1808,0,0,0.0,0,0,0.6154,0,0,0,0
18,1,1,0,0,0,0,7,0,0,0,0,0,1,0,0,0,2.2359,0,0,0.0,0,0,0.5714,0,0,0,2
175,1,2,0,0,0,0,6,5,1,0,0,0,0,0,4,1,1.9183,7,108,0.1029,0,0,0.5,43,3,0,1
45,1,2,0,0,0,0,6,1,0,0,0,0,0,1,16,1,2.585,1,11,0.0,0,0,0.6667,0,0,0,1
21,0,1,0,0,0,3,10,0,0,0,0,0,1,0,0,0,3.3219,0,0,0.1429,0,0,0.7143,0,0,0,2
21,1,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0,1.585,1,7,0.0,0,0,1.0,0,0,0,1
36,1,4,0,0,0,0,5,1,0,0,0,0,0,0,6,1,2.3219,0,10,0.0,0,0,0.6,0,0,0,0
23,1,2,0,0,0,0,3,1,0,0,0,0,0,0,1,1,1.585,0,7,0.0435,0,0,0.3333,0,0,0,1
35,1,1,0,0,0,0,10,1,1,0,0,0,0,0,0,0,3.1219,2,5,0.0,0,0,0.6,7,1,0,0
23,1,1,1,0,0,4,11,0,0,0,0,0,1,0,0,0,3.2776,1,0,0.1739,0,0,0.6667,0,0,0,2
76,1,2,1,0,0,0,16,0,1,0,0,0,0,0,4,1,3.4528,5,1,0.2632,0,0,0.6,41,2,0,1
31,1,1,0,0,0,0,6,1,1,0,0,0,0,0,0,0,2.2516,2,5,0.0,0,0,0.5,7,1,0,0
23,1,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3.2776,0,0,0.0,0,0,0.5455,0,0,0,0
420,1,8,0,0,0,0,3,1,1,0,0,0,0,0,87,6,1.585,1,17,0.169,0,0,0.6667,300,0,0,1
32,1,1,0,0,0,0,9,1,0,0,0,0,0,0,0,0,2.7255,0,11,0.0312,0,0,0.5556,0,0,0,1
16,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2.0,0,0,0.0,0,0,0.5,0,0,0,0
65,1,2,4,0,0,0,6,0,0,0,0,0,0,0,45,1,2.2516,4,1,0.0308,0,0,0.6667,0,0,0,1
25,1,1,1,0,0,1,12,0,0,1,0,0,1,0,0,0,3.4183,1,0,0.04,0,0,0.7,0,0,0,2
25,1,2,0,0,0,0,6,0,0,0,0,0,0,0,5,1,2.2516,0,1,0.0,0,0,0.6667,0,0,0,1
23,0,1,1,0,0,0,11,0,0,1,0,0,1,0,0,0,3.2776,1,0,0.0,0,0,0.5,0,0,0,2
42,0,2,1,0,0,8,21,0,0,1,0,0,0,0,7,1,3.9161,1,0,0.1905,0,0,0.5833,0,0,0,1
28,1,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,2.9528,0,0,0.0,0,0,0.5625,0,0,0,0
44,0,3,0,0,0,0,11,1,0,0,0,0,0,0,10,1,3.2776,0,11,0.0227,0,0,0.5455,0,0,0,1
18,1,1,0,0,0,0,6,0,0,1,0,0,1,0,0,0,2.585,0,0,0.0,0,0,0.6667,0,0,0,2
27,0,1,1,0,0,4,15,0,0,1,0,0,0,0,0,0,3.3736,1,0,0.1481,0,0,0.5,0,0,0,2
27,0,1,2,0,0,0,15,0,0,0,0,0,1,0,0,0,3.6402,2,0,0.0,0,0,0.5385,0,0,0,2
43,1,3,0,0,0,0,8,1,0,0,0,0,0,0,9,1,2.1556,0,11,0.0,0,0,0.5,0,0,0,0
18,1,1,0,0,0,0,7,0,0,0,0,0,1,0,0,0,2.2359,0,0,0.0,0,0,0.5714,0,0,0,2
51,1,3,0,0,0,0,5,2,0,0,0,0,0,0,11,2,2.3219,0,22,0.0392,0,0,0.4,0,0,0,1
21,1,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0,1.585,1,7,0.0476,0,0,1.0,0,0,0,1
30,1,1,0,0,0,0,9,0,1,0,0,0,0,0,0,0,2.7255,2,0,0.0,0,0,0.6667,9,1,0,0
30,1,1,0,0,0,1,3,1,1,0,0,0,0,0,0,0,1.585,2,5,0.0333,0,0,1.0,9,1,0,0
27,1,2,0,0,0,0,3,0,0,0,0,0,0,0,10,1,1.585,0,1,0.0,0,0,0.6667,0,0,0,1
40,1,2,0,0,0,0,8,0,0,0,0,0,0,0,18,1,2.75,0,1,0.0,0,0,0.625,0,0,0,1
23,0,1,1,0,0,0,11,0,0,1,0,0,1,0,0,0,2.6635,1,0,0.0,0,0,0.6,0,0,0,2
28,1,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3.3278,0,0,0.0,0,0,0.75,0,0,0,1
20,0,1,0,0,0,0,9,0,0,0,0,0,1,0,0,0,2.5033,0,0,0.0,0,0,0.6667,0,0,0,2
19,0,1,0,0,0,3,8,0,0,0,0,0,1,0,0,0,3.0,0,0,0.1579,0,0,0.6,0,0,0,2
21,1,1,0,0,0,3,8,0,0,0,0,0,0,0,0,0,3.0,0,0,0.1429,0,0,0.6,0,0,0,2
17,1,1,0,0,0,0,6,0,0,0,0,0,1,0,0,0,1.9183,0,0,0.0,0,0,0.8333,0,0,0,2
190,1,3,0,0,0,0,6,5,1,0,0,0,0,0,4,1,1.9183,11,108,0.0789,0,0,0.5,58,4,0,1
46,1,1,0,0,0,0,10,1,1,0,0,0,0,0,0,0,2.6464,3,8,0.0,0,0,0.5,16,1,0,0
21,1,1,0,0,0,2,6,0,0,1,0,0,1,0,0,0,2.2516,0,0,0.0952,0,0,0.5,0,0,0,2
21,0,1,0,0,0,3,10,0,0,1,0,0,1,0,0,0,3.3219,0,0,0.1429,0,0,0.7143,0,0,0,2
17,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2.3219,0,0,0.0,0,0,0.6,0,0,0,2
29,1,2,1,0,0,0,3,0,0,0,0,0,0,0,12,1,1.585,1,1,0.1379,0,0,0.6667,0,0,0,1
20,0,1,0,0,0,0,9,0,0,0,0,0,1,0,0,0,2.5033,0,0,0.0,0,0,0.6667,0,0,0,2
42,1,2,0,0,0,0,11,0,0,0,0,0,0,0,17,1,2.914,0,1,0.0,0,0,0.5455,0,0,0,1
35,1,3,0,0,0,0,7,1,0,0,0,0,0,0,0,0,2.5216,0,10,0.0,0,0,0.7143,0,0,0,0
24,0,1,1,0,0,0,12,0,0,0,0,0,1,0,0,0,3.2516,1,0,0.0,0,0,0.6364,0,0,0,2
26,1,3,0,0,0,0,4,1,0,0,0,0,0,0,2,1,2.0,0,5,0.0,0,0,0.5,0,0,0,0
26,0,1,1,0,0,0,15,0,0,0,0,0,1,0,0,0,3.3736,1,0,0.0,0,0,0.5,0,0,0,2
18,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2.2516,0,0,0.0,0,0,0.5,0,0,0,1
22,1,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1.585,0,8,0.0455,0,0,0.6667,0,0,0,1
37,1,2,1,0,0,0,11,0,0,0,0,0,0,0,12,1,3.2776,1,1,0.0,0,0,0.5455,0,0,0,1
99,1,2,0,0,0,0,6,5,0,0,0,0,0,0,4,1,1.9183,3,76,0.0707,0,0,0.5,0,0,0,1
27,0,1,1,0,0,0,16,0,0,0,0,0,1,0,0,0,3.25,1,0,0.0,0,0,0.5333,0,0,0,2
36,1,3,0,0,0,0,10,1,0,0,0,0,0,0,4,1,2.9219,0,7,0.0,0,0,0.6,0,0,0,0
31,1,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,2.3219,0,8,0.0,0,0,0.4,0,0,0,0
37,1,2,0,0,0,0,11,0,0,0,0,0,0,0,12,1,2.914,0,1,0.0,0,0,0.5455,0,0,0,1
44,1,1,0,0,0,0,14,1,1,0,0,0,0,0,0,0,3.0931,2,5,0.0,0,0,0.5,12,1,0,0
35,1,2,0,0,0,0,8,2,0,0,0,0,0,0,5,1,2.5,0,10,0.0,0,0,0.625,0,0,0,0
21,0,1,0,0,0,0,10,0,0,0,0,0,1,0,0,0,3.3219,0,0,0.0,0,0,0.7,0,0,0,2
83,1,3,0,0,0,0,4,0,0,1,0,0,0,0,64,2,2.0,0,1,0.1687,0,0,0.75,0,0,0,1
14,1,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1.585,0,0,0.0,0,0,0.6667,0,0,0,2
34,0,1,2,0,0,4,22,0,0,0,0,0,1,0,0,0,3.6978,2,0,0.1176,0,0,0.625,0,0,0,2
27,0,2,0,0,0,0,6,0,0,0,0,0,1,0,10,1,2.2516,0,0,0.0,0,0,0.5,0,0,0,2
22,1,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,2.0,0,7,0.0,0,0,0.75,0,0,0,1
52,1,2,0,0,0,0,6,0,0,0,0,1,0,0,32,1,2.2516,0,1,0.0,0,1,0.6667,0,0,0,1
54,1,2,0,0,0,0,7,1,0,0,0,0,0,0,5,1,2.5216,0,29,0.1111,0,0,0.8571,0,0,0,1
34,1,1,0,0,0,0,13,1,0,0,0,0,0,0,0,0,3.0851,0,9,0.0,0,0,0.6923,0,0,0,0
190,1,3,0,0,0,0,6,5,1,0,0,0,0,0,4,1,1.9183,12,108,0.0842,0,0,0.5,58,4,0,1
33,1,3,0,0,0,0,8,1,0,0,0,0,0,0,4,1,2.1556,0,6,0.0,0,0,0.625,0,0,0,0
22,0,1,0,0,0,0,10,0,0,0,0,0,1,0,0,0,3.3219,0,0,0.0,0,0,0.7,0,0,0,2
131,1,2,0,0,0,0,6,4,1,0,0,0,0,0,4,1,1.9183,7,64,0.1298,0,0,0.5,43,3,0,1
40,1,2,0,0,0,0,2,0,1,0,0,0,0,1,8,1,1.0,2,0,0.0,0,0,0.5,17,1,0,0
29,1,2,1,0,0,0,3,0,0,0,0,0,0,0,12,1,1.585,1,1,0.1379,0,0,0.6667,0,0,0,1
22,1,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,2.0,0,7,0.0455,0,0,0.75,0,0,0,1
28,1,3,0,0,0,0,3,1,0,0,0,0,0,0,6,1,1.585,0,4,0.0,0,0,0.6667,0,0,0,0
208,1,3,0,0,0,0,6,7,1,0,0,0,0,0,4,1,1.9183,10,112,0.125,0,0,0.5,72,4,0,1
40,1,1,0,0,0,0,13,1,1,0,0,0,0,0,0,0,3.2389,2,6,0.0,0,0,0.6154,8,1,0,0
